"MaterialFile","Texture","ColorTransform","PixelXForm"
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age2_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age2_1.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age2_3.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age2_death_0.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age2_death_1.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age2_death_2.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_1.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_2.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_3.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_death_0.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_death_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_death_2.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age0_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age0_1.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age0_2.mtrl.xml","Building G Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age0_death_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_1.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_2.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_3.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_death_0.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_death_1.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_death_2.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_1.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_2.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_3.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_death_0.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_death_1.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_death_2.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age3_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age3_1.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age3_3.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age3_death_0.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age3_death_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age3_death_2.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age0_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age0_1.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age0_2.mtrl.xml","Building G Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age0_death_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_1.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_2.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_3.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_death_1.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_death_2.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age2_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age2_1.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age2_2.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age2_3.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age2_death_0.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age2_death_2.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_1.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_2.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_3.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_death_0.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_death_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_death_2.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_1.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_2.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_3.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_death_0.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_death_1.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_death_2.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage3_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage3_1.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage3_2.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage3_3.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage3_death_0.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage3_death_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage3_death_2.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage0_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage0_1.mtrl.xml","Building G Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage0_death_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage0_death_1.mtrl.xml","Building G Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage1_0.mtrl.xml","Building G SettlementAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage1_1.mtrl.xml","Building G SettlementAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage1_death_0.mtrl.xml","Building G SettlementAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage1_death_1.mtrl.xml","Building G SettlementAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage2_0.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage2_1.mtrl.xml","Building G SettlementAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage2_death_0.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage2_death_1.mtrl.xml","Building G SettlementAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage3_0.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage3_1.mtrl.xml","Building G SettlementAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage3_2.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage3_death_0.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage3_death_1.mtrl.xml","Building G SettlementAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g mining campage3_death_2.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g misc stairscdown_0.mtrl.xml","World G ZuesStairs","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g misc stairsc_0.mtrl.xml","World G ZuesStairs","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g poisiden wonder con1_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g poisiden wonder con1_2.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g poisiden wonder con2_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g poisiden wonder con2_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g poisiden wonder con2_3.mtrl.xml","Building G Wonder","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g poisiden wonder con2_4.mtrl.xml","Building G Wonder","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g poisiden wonder con3_0.mtrl.xml","Building G Wonder","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g poisiden wonder con3_1.mtrl.xml","Building G Wonder","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g poisiden wonder con3_2.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g poisiden wonder con3_3.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g rubble2x2_0.mtrl.xml","Building Destruction Greek","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g rubble4x4_0.mtrl.xml","Building Destruction Greek","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g rubble5x5_0.mtrl.xml","Building Destruction Greek","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g rubble8x8_0.mtrl.xml","Building Destruction Greek","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g ruins a_0.mtrl.xml","Building G Ruins","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g ruins b_0.mtrl.xml","Building G Ruins","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g ruins c_0.mtrl.xml","Building G Ruins","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement01_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement01_1.mtrl.xml","Building G SettlementAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement01_2.mtrl.xml","Building G SettlementAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement01_3.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement01_death_0.mtrl.xml","Building G SettlementAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement01_death_1.mtrl.xml","Building G SettlementAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement01_death_2.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02fortified_1.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02fortified_2.mtrl.xml","Building G SettlementAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02fortified_death_0.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02fortified_death_1.mtrl.xml","Building G SettlementAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02_1.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02_2.mtrl.xml","Building G SettlementAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02_3.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02_death_0.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02_death_1.mtrl.xml","Building G SettlementAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement02_death_2.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement03_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement03_1.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement03_2.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement03_3.mtrl.xml","Building G SettlementAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement03_death_0.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement03_death_1.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement03_death_2.mtrl.xml","Building G SettlementAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement0_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement0_1.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement0_2.mtrl.xml","Building G Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement0_3.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement0_death_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement0_death_1.mtrl.xml","Building G Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlement0_death_2.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlementfortified_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlementfortified_1.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlementfortified_2.mtrl.xml","Building G SettlementAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlementfortified_3.mtrl.xml","Building G Fortress","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlementfortified_4.mtrl.xml","Building G FortressRoof","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlementfortified_death_0.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlementfortified_death_1.mtrl.xml","Building G SettlementAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlementfortified_death_2.mtrl.xml","Building G Fortress","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g settlementfortified_death_3.mtrl.xml","Building G FortressRoof","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g shrine_0.mtrl.xml","Building G Shrine","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g shrine_1.mtrl.xml","Building G Shrine","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g shrine_death_0.mtrl.xml","Building G Shrine","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g shrine_death_1.mtrl.xml","Building G Shrine","4",""
