"Filename","BTIFile","NoAlphaTest","AlphaBits","Format"
"scenario a pit tile cracky edge","D:\AI_upscaling\AoMEE\extracted\textures\scenario a pit tile cracky edge.bti","False","0","BC3"
"scenario a pit","D:\AI_upscaling\AoMEE\extracted\textures\scenario a pit.bti","False","0","BC3"
"scenario a tartarus door cliff","D:\AI_upscaling\AoMEE\extracted\textures\scenario a tartarus door cliff.bti","False","0","BC3"
"scenario a tartarus door cracked a","D:\AI_upscaling\AoMEE\extracted\textures\scenario a tartarus door cracked a.bti","False","0","BC3"
"scenario a tartarus door cracked b","D:\AI_upscaling\AoMEE\extracted\textures\scenario a tartarus door cracked b.bti","False","0","BC3"
"scenario a tartarus door","D:\AI_upscaling\AoMEE\extracted\textures\scenario a tartarus door.bti","False","0","BC3"
"scenario b amanra map","D:\AI_upscaling\AoMEE\extracted\textures\scenario b amanra map.bti","True","1","BC3"
"scenario b amanra swordshield map","D:\AI_upscaling\AoMEE\extracted\textures\scenario b amanra swordshield map.bti","False","1","BC3"
"scenario c danzhu head","D:\AI_upscaling\AoMEE\extracted\textures\scenario c danzhu head.bti","True","4","BC3"
"scenario c danzhu","D:\AI_upscaling\AoMEE\extracted\textures\scenario c danzhu.bti","True","4","BC3"
"scenario c gargarensis map","D:\AI_upscaling\AoMEE\extracted\textures\scenario c gargarensis map.bti","True","1","BC3"
"scenario c jiaolong head","D:\AI_upscaling\AoMEE\extracted\textures\scenario c jiaolong head.bti","True","4","BC3"
"scenario c jiaolong","D:\AI_upscaling\AoMEE\extracted\textures\scenario c jiaolong.bti","True","4","BC3"
"scenario c kamos blade","D:\AI_upscaling\AoMEE\extracted\textures\scenario c kamos blade.bti","False","1","BC3"
"scenario c kamos corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\scenario c kamos corpse bodya.bti","False","4","BC3"
"scenario c kamos corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\scenario c kamos corpse skeletona.bti","False","4","BC3"
"scenario c kamos","D:\AI_upscaling\AoMEE\extracted\textures\scenario c kamos.bti","True","1","BC3"
"scenario c kamos2","D:\AI_upscaling\AoMEE\extracted\textures\scenario c kamos2.bti","False","0","BC3"
"scenario c shun head","D:\AI_upscaling\AoMEE\extracted\textures\scenario c shun head.bti","True","4","BC3"
"scenario c shun","D:\AI_upscaling\AoMEE\extracted\textures\scenario c shun.bti","True","1","BC3"
"scenario c zhi head","D:\AI_upscaling\AoMEE\extracted\textures\scenario c zhi head.bti","True","4","BC3"
"scenario c zhi","D:\AI_upscaling\AoMEE\extracted\textures\scenario c zhi.bti","True","4","BC3"
"scenario e great box camel","D:\AI_upscaling\AoMEE\extracted\textures\scenario e great box camel.bti","True","1","BC3"
"scenario e great box cart","D:\AI_upscaling\AoMEE\extracted\textures\scenario e great box cart.bti","True","1","BC3"
"scenario e great box map","D:\AI_upscaling\AoMEE\extracted\textures\scenario e great box map.bti","False","1","BC3"
"scenario e great box","D:\AI_upscaling\AoMEE\extracted\textures\scenario e great box.bti","True","1","BC3"
"scenario e guardian","D:\AI_upscaling\AoMEE\extracted\textures\scenario e guardian.bti","True","1","BC3"
"scenario e jail gates","D:\AI_upscaling\AoMEE\extracted\textures\scenario e jail gates.bti","False","0","BC3"
"scenario e kemsyt","D:\AI_upscaling\AoMEE\extracted\textures\scenario e kemsyt.bti","False","0","BC3"
"scenario e osiris","D:\AI_upscaling\AoMEE\extracted\textures\scenario e osiris.bti","False","0","BC3"
"scenario e setna map","D:\AI_upscaling\AoMEE\extracted\textures\scenario e setna map.bti","True","1","BC3"
"scenario e setna staff map","D:\AI_upscaling\AoMEE\extracted\textures\scenario e setna staff map.bti","False","1","BC3"
"scenario e sword bearers corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\scenario e sword bearers corpse bodya.bti","False","4","BC3"
"scenario e sword bearers corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\scenario e sword bearers corpse skeletona.bti","False","4","BC3"
"scenario g arkantos god map","D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos god map.bti","True","1","BC3"
"scenario g arkantos head","D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos head.bti","False","0","BC3"
"scenario g arkantos man map","D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos man map.bti","True","1","BC3"
"scenario g arkantos man mapblue","D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos man mapblue.bti","False","0","BC3"
"scenario g arkantos map","D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos map.bti","True","1","BC3"
"scenario g chiron map","D:\AI_upscaling\AoMEE\extracted\textures\scenario g chiron map.bti","True","1","BC3"
"scenario g circe corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\scenario g circe corpse bodya.bti","False","4","BC3"
"scenario g circe corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\scenario g circe corpse skeletona.bti","False","4","BC3"
"scenario g circe head","D:\AI_upscaling\AoMEE\extracted\textures\scenario g circe head.bti","True","1","BC3"
"scenario g circe","D:\AI_upscaling\AoMEE\extracted\textures\scenario g circe.bti","True","1","BC3"
"scenario g excavation terrain","D:\AI_upscaling\AoMEE\extracted\textures\scenario g excavation terrain.bti","False","0","BC3"
"scenario g kastor corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\scenario g kastor corpse bodya.bti","False","4","BC3"
"scenario g kastor corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\scenario g kastor corpse skeletona.bti","False","4","BC3"
"scenario g kastor map","D:\AI_upscaling\AoMEE\extracted\textures\scenario g kastor map.bti","True","1","BC3"
"scenario g odysseus corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\scenario g odysseus corpse bodya.bti","False","4","BC3"
"scenario g odysseus corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\scenario g odysseus corpse skeletona.bti","False","4","BC3"
"scenario g odysseus map","D:\AI_upscaling\AoMEE\extracted\textures\scenario g odysseus map.bti","True","1","BC3"
"scenario g old man map","D:\AI_upscaling\AoMEE\extracted\textures\scenario g old man map.bti","True","1","BC3"
"scenario g skult map","D:\AI_upscaling\AoMEE\extracted\textures\scenario g skult map.bti","True","1","BC3"
"scenario n brokk head","D:\AI_upscaling\AoMEE\extracted\textures\scenario n brokk head.bti","False","0","BC3"
"scenario n brokk standard","D:\AI_upscaling\AoMEE\extracted\textures\scenario n brokk standard.bti","True","1","BC3"
"scenario n dwarven mine cliff a","D:\AI_upscaling\AoMEE\extracted\textures\scenario n dwarven mine cliff a.bti","False","1","BC3"
"scenario n dwarven mine cliff b","D:\AI_upscaling\AoMEE\extracted\textures\scenario n dwarven mine cliff b.bti","False","1","BC3"
"scenario n dwarven mine inside","D:\AI_upscaling\AoMEE\extracted\textures\scenario n dwarven mine inside.bti","True","1","BC3"
"scenario n dwarven mine opening","D:\AI_upscaling\AoMEE\extracted\textures\scenario n dwarven mine opening.bti","True","1","BC3"
"scenario n dwarven mine outside","D:\AI_upscaling\AoMEE\extracted\textures\scenario n dwarven mine outside.bti","True","1","BC3"
"scenario n eitri head","D:\AI_upscaling\AoMEE\extracted\textures\scenario n eitri head.bti","False","0","BC3"
"scenario n eitri standard","D:\AI_upscaling\AoMEE\extracted\textures\scenario n eitri standard.bti","True","1","BC3"
"scenario n flag bearer corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\scenario n flag bearer corpse bodya.bti","False","4","BC3"
"scenario n flag bearer corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\scenario n flag bearer corpse skeletona.bti","False","4","BC3"
"scenario n folstag flag","D:\AI_upscaling\AoMEE\extracted\textures\scenario n folstag flag.bti","False","1","BC3"
"scenario n hammerdwarves shadow","D:\AI_upscaling\AoMEE\extracted\textures\scenario n hammerdwarves shadow.bti","False","4","BC3"
"scenario n pirate ship","D:\AI_upscaling\AoMEE\extracted\textures\scenario n pirate ship.bti","False","1","BC3"
"scenario n reginleif map","D:\AI_upscaling\AoMEE\extracted\textures\scenario n reginleif map.bti","True","1","BC3"
"scenario n reginleif weapons map","D:\AI_upscaling\AoMEE\extracted\textures\scenario n reginleif weapons map.bti","True","1","BC3"
"scenario n thors hammer cart","D:\AI_upscaling\AoMEE\extracted\textures\scenario n thors hammer cart.bti","True","1","BC3"
"scenario n thors hammer","D:\AI_upscaling\AoMEE\extracted\textures\scenario n thors hammer.bti","True","1","BC3"
"scenario old man head map","D:\AI_upscaling\AoMEE\extracted\textures\scenario old man head map.bti","False","0","BC3"
"scenario skult head map","D:\AI_upscaling\AoMEE\extracted\textures\scenario skult head map.bti","False","0","BC3"
"scenario t troy gate dead","D:\AI_upscaling\AoMEE\extracted\textures\scenario t troy gate dead.bti","False","0","BC3"
"scenario t troy gate deadb","D:\AI_upscaling\AoMEE\extracted\textures\scenario t troy gate deadb.bti","False","0","BC3"
"scenario t troy gate","D:\AI_upscaling\AoMEE\extracted\textures\scenario t troy gate.bti","False","0","BC3"
"scenario t troy wall long dead","D:\AI_upscaling\AoMEE\extracted\textures\scenario t troy wall long dead.bti","True","1","BC3"
"scenario t troy wall long deadb","D:\AI_upscaling\AoMEE\extracted\textures\scenario t troy wall long deadb.bti","True","1","BC3"
"scenario t troy wall long","D:\AI_upscaling\AoMEE\extracted\textures\scenario t troy wall long.bti","True","1","BC3"
"scenario tamarisk tree icon 64","D:\AI_upscaling\AoMEE\extracted\textures\scenario tamarisk tree icon 64.bti","False","0","BC3"
"scenario theocrat head","D:\AI_upscaling\AoMEE\extracted\textures\scenario theocrat head.bti","False","0","BC3"
"scenario theocrat staff","D:\AI_upscaling\AoMEE\extracted\textures\scenario theocrat staff.bti","True","1","BC3"
"scenario theocrat","D:\AI_upscaling\AoMEE\extracted\textures\scenario theocrat.bti","True","1","BC3"
"scenario u chronos hand","D:\AI_upscaling\AoMEE\extracted\textures\scenario u chronos hand.bti","True","1","BC3"
"scenario u ferryman map","D:\AI_upscaling\AoMEE\extracted\textures\scenario u ferryman map.bti","True","1","BC3"
"scenario u shade","D:\AI_upscaling\AoMEE\extracted\textures\scenario u shade.bti","True","1","BC3"
"scenario x amanra map","D:\AI_upscaling\AoMEE\extracted\textures\scenario x amanra map.bti","True","1","BC3"
"scenario x amanra swordshield map","D:\AI_upscaling\AoMEE\extracted\textures\scenario x amanra swordshield map.bti","False","1","BC3"
"screen shot boat wake","D:\AI_upscaling\AoMEE\extracted\textures\screen shot boat wake.bti","False","4","BC3"
"settlement icon 32x32","D:\AI_upscaling\AoMEE\extracted\textures\settlement icon 32x32.bti","False","1","BC3"
"settlment icon 32x32","D:\AI_upscaling\AoMEE\extracted\textures\settlment icon 32x32.bti","False","0","BC3"
"sfx a acid flame a","D:\AI_upscaling\AoMEE\extracted\textures\sfx a acid flame a.bti","False","0","BC3"
"sfx a acid flame b","D:\AI_upscaling\AoMEE\extracted\textures\sfx a acid flame b.bti","False","0","BC3"
"sfx a acid flame c","D:\AI_upscaling\AoMEE\extracted\textures\sfx a acid flame c.bti","False","0","BC3"
"sfx a acid flame d","D:\AI_upscaling\AoMEE\extracted\textures\sfx a acid flame d.bti","False","0","BC3"
"sfx a acid flame e","D:\AI_upscaling\AoMEE\extracted\textures\sfx a acid flame e.bti","False","0","BC3"
"sfx a acid flame f","D:\AI_upscaling\AoMEE\extracted\textures\sfx a acid flame f.bti","False","0","BC3"
"sfx a armor human","D:\AI_upscaling\AoMEE\extracted\textures\sfx a armor human.bti","False","0","BC3"
"sfx a avalanche snow debris","D:\AI_upscaling\AoMEE\extracted\textures\sfx a avalanche snow debris.bti","False","4","BC3"
"sfx a avalanche snow moving","D:\AI_upscaling\AoMEE\extracted\textures\sfx a avalanche snow moving.bti","False","0","BC3"
"sfx a avalanche snow","D:\AI_upscaling\AoMEE\extracted\textures\sfx a avalanche snow.bti","False","0","BC3"
"sfx a blood a","D:\AI_upscaling\AoMEE\extracted\textures\sfx a blood a.bti","False","4","BC3"
"sfx a blood b","D:\AI_upscaling\AoMEE\extracted\textures\sfx a blood b.bti","False","4","BC3"
"sfx a blood c","D:\AI_upscaling\AoMEE\extracted\textures\sfx a blood c.bti","False","4","BC3"
"sfx a blood flow","D:\AI_upscaling\AoMEE\extracted\textures\sfx a blood flow.bti","False","4","BC3"
"sfx a boat bubbles","D:\AI_upscaling\AoMEE\extracted\textures\sfx a boat bubbles.bti","False","4","BC3"
"sfx a boat ripple small","D:\AI_upscaling\AoMEE\extracted\textures\sfx a boat ripple small.bti","False","4","BC3"
"sfx a boat wake cinematic","D:\AI_upscaling\AoMEE\extracted\textures\sfx a boat wake cinematic.bti","False","4","BC3"
"sfx a boat wake large","D:\AI_upscaling\AoMEE\extracted\textures\sfx a boat wake large.bti","False","4","BC3"
"sfx a boat wake small","D:\AI_upscaling\AoMEE\extracted\textures\sfx a boat wake small.bti","False","4","BC3"
"sfx a building dust","D:\AI_upscaling\AoMEE\extracted\textures\sfx a building dust.bti","False","4","BC3"
"sfx a burning pitch","D:\AI_upscaling\AoMEE\extracted\textures\sfx a burning pitch.bti","False","0","BC3"
"sfx a carnivora water","D:\AI_upscaling\AoMEE\extracted\textures\sfx a carnivora water.bti","False","1","BC3"
"sfx a carnivora","D:\AI_upscaling\AoMEE\extracted\textures\sfx a carnivora.bti","False","1","BC3"
"sfx a deconstruct 2","D:\AI_upscaling\AoMEE\extracted\textures\sfx a deconstruct 2.bti","False","0","BC3"
"sfx a deconstruct","D:\AI_upscaling\AoMEE\extracted\textures\sfx a deconstruct.bti","False","1","BC3"
"sfx a dust","D:\AI_upscaling\AoMEE\extracted\textures\sfx a dust.bti","False","4","BC3"
"sfx a earthqauke cracka","D:\AI_upscaling\AoMEE\extracted\textures\sfx a earthqauke cracka.bti","False","4","BC3"
"sfx a earthqauke crackb","D:\AI_upscaling\AoMEE\extracted\textures\sfx a earthqauke crackb.bti","False","4","BC3"
"sfx a enrage light","D:\AI_upscaling\AoMEE\extracted\textures\sfx a enrage light.bti","False","0","BC3"
"sfx a fire animated","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire animated.bti","False","0","BC3"
"sfx a fire ball orange","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire ball orange.bti","False","0","BC3"
"sfx a fire ball","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire ball.bti","False","0","BC3"
"sfx a fire cast map","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire cast map.bti","False","0","BC3"
"sfx a fire flame a","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire flame a.bti","False","0","BC3"
"sfx a fire flame b","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire flame b.bti","False","0","BC3"
"sfx a fire flame c","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire flame c.bti","False","0","BC3"
"sfx a fire flame d","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire flame d.bti","False","0","BC3"
"sfx a fire flame e","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire flame e.bti","False","0","BC3"
"sfx a fire flame f","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire flame f.bti","False","0","BC3"
"sfx a fire pot bowl","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire pot bowl.bti","False","0","BC3"
"sfx a fire pot_01","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire pot_01.bti","False","0","BC3"
"sfx a fire pot_02","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire pot_02.bti","False","0","BC3"
"sfx a fire pot_03","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire pot_03.bti","False","0","BC3"
"sfx a fire scorch","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire scorch.bti","False","4","BC3"
"sfx a fire wall","D:\AI_upscaling\AoMEE\extracted\textures\sfx a fire wall.bti","False","0","BC3"
"sfx a frost ice block","D:\AI_upscaling\AoMEE\extracted\textures\sfx a frost ice block.bti","False","1","BC3"
"sfx a generic boat wake","D:\AI_upscaling\AoMEE\extracted\textures\sfx a generic boat wake.bti","False","4","BC3"
"sfx a generic building wake","D:\AI_upscaling\AoMEE\extracted\textures\sfx a generic building wake.bti","False","4","BC3"
"sfx a generic dust map","D:\AI_upscaling\AoMEE\extracted\textures\sfx a generic dust map.bti","False","4","BC3"
"sfx a generic smoke","D:\AI_upscaling\AoMEE\extracted\textures\sfx a generic smoke.bti","False","4","BC3"
"sfx a heal light","D:\AI_upscaling\AoMEE\extracted\textures\sfx a heal light.bti","False","0","BC3"
"sfx a healing spring ground","D:\AI_upscaling\AoMEE\extracted\textures\sfx a healing spring ground.bti","False","4","BC3"
"sfx a healing spring stone","D:\AI_upscaling\AoMEE\extracted\textures\sfx a healing spring stone.bti","True","1","BC3"
"sfx a healing spring water","D:\AI_upscaling\AoMEE\extracted\textures\sfx a healing spring water.bti","False","4","BC3"
"sfx a heaven light","D:\AI_upscaling\AoMEE\extracted\textures\sfx a heaven light.bti","False","0","BC3"
"sfx a hero glow","D:\AI_upscaling\AoMEE\extracted\textures\sfx a hero glow.bti","False","0","BC3"
"sfx a hero soul red","D:\AI_upscaling\AoMEE\extracted\textures\sfx a hero soul red.bti","False","0","BC3"
"sfx a hero soul","D:\AI_upscaling\AoMEE\extracted\textures\sfx a hero soul.bti","False","0","BC3"
"sfx a implode area lightning","D:\AI_upscaling\AoMEE\extracted\textures\sfx a implode area lightning.bti","False","0","BC3"
"sfx a implode clouds","D:\AI_upscaling\AoMEE\extracted\textures\sfx a implode clouds.bti","False","4","BC3"
"sfx a implode crator","D:\AI_upscaling\AoMEE\extracted\textures\sfx a implode crator.bti","False","4","BC3"
"sfx a implode environment","D:\AI_upscaling\AoMEE\extracted\textures\sfx a implode environment.bti","False","0","DeflatedRGBA8"
"sfx a implode glow","D:\AI_upscaling\AoMEE\extracted\textures\sfx a implode glow.bti","False","0","BC3"
"sfx a implode light ray","D:\AI_upscaling\AoMEE\extracted\textures\sfx a implode light ray.bti","False","0","BC3"
"sfx a implode lighting flair","D:\AI_upscaling\AoMEE\extracted\textures\sfx a implode lighting flair.bti","False","0","BC3"
"sfx a implode lighting","D:\AI_upscaling\AoMEE\extracted\textures\sfx a implode lighting.bti","False","0","BC3"
"sfx a implode ring","D:\AI_upscaling\AoMEE\extracted\textures\sfx a implode ring.bti","False","0","BC3"
