"Filename","Category","Width","Height","BTI_AlphaBits","BTI_Format","TGA_AlphaType","TGA_AlphaValues","OpaquePixels","OpaqueCoveragePct","CoverageGroup","BTIFile"
"cavalry c cataphract horse standard.tga","","128","128","4","BC3","MultiValue","77","2557","15.607","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract horse standard.bti"
"special c monkey king.tga","","128","256","4","BC3","MultiValue","175","5355","16.342","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special c monkey king.bti"
"cavalry c cataphract copper.tga","","64","64","4","BC3","MultiValue","79","692","16.895","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract copper.bti"
"scenario c jiaolong.tga","","256","256","4","BC3","MultiValue","180","11254","17.172","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c jiaolong.bti"
"hero c general horse.tga","","128","128","4","BC3","MultiValue","140","365","2.228","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero c general horse.bti"
"hero c monk.tga","","64","64","4","BC3","MultiValue","79","94","2.295","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero c monk.bti"
"cavalry c chariot horse bronze.tga","","256","256","4","BC3","MultiValue","145","1555","2.373","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot horse bronze.bti"
"cavalry c chariot horse iron.tga","","256","256","4","BC3","MultiValue","145","1555","2.373","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot horse iron.bti"
"special c salamander.tga","","128","128","4","BC3","MultiValue","153","427","2.606","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special c salamander.bti"
"siege x onager iron.tga","","64","64","4","BC3","MultiValue","4","122","2.979","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege x onager iron.bti"
"siege x onager.tga","","64","64","4","BC3","MultiValue","4","122","2.979","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege x onager.bti"
"cine c shun.tga","","512","512","4","BC3","MultiValue","252","52562","20.051","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine c shun.bti"
"special c jiangshi head.tga","","32","32","4","BC3","MultiValue","33","220","21.484","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi head.bti"
"cavalry c scout bronze.tga","","64","64","4","BC3","MultiValue","96","891","21.753","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout bronze.bti"
"siege c fire lance bronze.tga","","64","64","4","BC3","MultiValue","99","993","24.243","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance bronze.bti"
"siege c fire lance.tga","","64","64","4","BC3","MultiValue","100","993","24.243","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance.bti"
"infantry e khopesh standard.tga","","64","64","4","BC3","MultiValue","45","1079","26.343","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh standard.bti"
"cavalry c scout head bronze.tga","","32","32","4","BC3","MultiValue","31","274","26.758","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout head bronze.bti"
"cavalry c scout head copper.tga","","32","32","4","BC3","MultiValue","31","274","26.758","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout head copper.bti"
"cavalry c scout head iron.tga","","32","32","4","BC3","MultiValue","31","274","26.758","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout head iron.bti"
"cavalry c scout head standard.tga","","32","32","4","BC3","MultiValue","31","274","26.758","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout head standard.bti"
"infantry c halberdier bronze.tga","","64","64","4","BC3","MultiValue","108","1128","27.539","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier bronze.bti"
"infantry e khopesh iron.tga","","64","64","4","BC3","MultiValue","92","1139","27.808","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh iron.bti"
"infantry e khopesh bronze.tga","","64","64","4","BC3","MultiValue","89","1163","28.394","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh bronze.bti"
"cavalry c scout copper.tga","","64","64","4","BC3","MultiValue","84","1164","28.418","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout copper.bti"
"hero c immortal.tga","","64","64","4","BC3","MultiValue","70","1228","29.98","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero c immortal.bti"
"naval c all.tga","","256","256","4","BC3","MultiValue","158","1984","3.027","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\naval c all.bti"
"siege c fire lance head bronze.tga","","64","32","4","BC3","MultiValue","18","80","3.906","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance head bronze.bti"
"siege c fire lance head iron.tga","","64","32","4","BC3","MultiValue","18","80","3.906","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance head iron.bti"
"siege c fire lance head.tga","","64","32","4","BC3","MultiValue","18","80","3.906","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance head.bti"
"trade c caravan cargo.tga","","64","64","4","BC3","MultiValue","25","162","3.955","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\trade c caravan cargo.bti"
"special c earth dragon.tga","","256","256","4","BC3","MultiValue","243","21975","33.531","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\special c earth dragon.bti"
"cavalry c cataphract standard.tga","","64","64","4","BC3","MultiValue","96","1374","33.545","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract standard.bti"
"infantry c halberdier copper.tga","","64","64","4","BC3","MultiValue","95","1380","33.691","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier copper.bti"
"attachments c flag naval.tga","","64","32","4","BC3","MultiValue","14","727","35.498","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c flag naval.bti"
"cavalry c charioteer iron.tga","","256","256","4","BC3","MultiValue","194","24359","37.169","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c charioteer iron.bti"
"infantry e khopesh copper.tga","","64","64","4","BC3","MultiValue","126","1523","37.183","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh copper.bti"
"cavalry c charioteer bronze.tga","","256","256","4","BC3","MultiValue","188","25508","38.922","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c charioteer bronze.bti"
"villager c male standard.tga","","64","64","4","BC3","MultiValue","35","1605","39.185","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\villager c male standard.bti"
"world c statue shennong.tga","","128","128","4","BC3","MultiValue","9","728","4.443","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world c statue shennong.bti"
"Animal William Walrus Map.tga","","256","256","4","BC3","MultiValue","68","3081","4.701","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\Animal William Walrus Map.bti"
"titan c pangu.tga","","1024","512","4","BC3","MultiValue","229","25211","4.809","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\titan c pangu.bti"
"infantry c halberdier standard.tga","","64","64","4","BC3","MultiValue","88","1702","41.553","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier standard.bti"
"sfx c earth dragon hole.tga","","256","256","4","BC3","MultiValue","256","28232","43.079","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\sfx c earth dragon hole.bti"
"cavalry c scout standard.tga","","64","64","4","BC3","MultiValue","106","1782","43.506","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout standard.bti"
"cine c zhi.tga","","256","256","4","BC3","MultiValue","254","29308","44.72","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cine c zhi.bti"
"world a underworld crator.tga","","256","256","4","BC3","MultiValue","256","29480","44.983","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\world a underworld crator.bti"
"world c statue nuwa.tga","","128","128","4","BC3","MultiValue","131","927","5.658","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world c statue nuwa.bti"
"special c dragon turtle.tga","","256","256","4","BC3","MultiValue","143","3841","5.861","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special c dragon turtle.bti"
"villager c female.tga","","256","256","4","BC3","MultiValue","145","32779","50.017","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\villager c female.bti"
"cavalry c charioteer standard.tga","","256","256","4","BC3","MultiValue","190","33157","50.594","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c charioteer standard.bti"
"special c jiangshi.tga","","128","128","4","BC3","MultiValue","81","9488","57.91","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi.bti"
"Special C Pixiu.tga","","512","256","4","BC3","MultiValue","232","7869","6.004","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\Special C Pixiu.bti"
"scenario c zhi.tga","","128","128","4","BC3","MultiValue","77","10757","65.656","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c zhi.bti"
"hero c general flag alpha.tga","","32","32","4","BC3","MultiValue","4","673","65.723","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\hero c general flag alpha.bti"
"special c vermillion bird wing.tga","","256","128","4","BC3","MultiValue","244","2352","7.178","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird wing.bti"
"cavalry c scout horse standard.tga","","128","128","4","BC3","MultiValue","120","1260","7.69","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout horse standard.bti"
"cavalry c cataphract head bronze.tga","","32","32","4","BC3","MultiValue","18","80","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract head bronze.bti"
"cavalry c cataphract head copper.tga","","32","32","4","BC3","MultiValue","18","80","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract head copper.bti"
"cavalry c cataphract head iron.tga","","32","32","4","BC3","MultiValue","18","80","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract head iron.bti"
"cavalry c cataphract head standard.tga","","32","32","4","BC3","MultiValue","18","80","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract head standard.bti"
"infantry c halberdier head bronze.tga","","32","32","4","BC3","MultiValue","18","80","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head bronze.bti"
"infantry c halberdier head copper.tga","","32","32","4","BC3","MultiValue","18","80","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head copper.bti"
"infantry c halberdier head iron.tga","","32","32","4","BC3","MultiValue","18","80","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head iron.bti"
"infantry c halberdier head standard.tga","","32","32","4","BC3","MultiValue","18","80","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head standard.bti"
"special c terracotta soldier head.tga","","32","32","4","BC3","MultiValue","18","80","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier head.bti"
"cavalry c scout horse bronze.tga","","128","128","4","BC3","MultiValue","109","1366","8.337","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout horse bronze.bti"
"cavalry c scout horse copper.tga","","128","128","4","BC3","MultiValue","109","1366","8.337","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout horse copper.bti"
"cavalry c scout horse iron.tga","","128","128","4","BC3","MultiValue","109","1366","8.337","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout horse iron.bti"
"cavalry c cataphract bronze.tga","","64","64","4","BC3","MultiValue","101","355","8.667","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract bronze.bti"
"cavalry c cataphract iron.tga","","64","64","4","BC3","MultiValue","101","355","8.667","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract iron.bti"
"scenario c jiaolong head.tga","","64","64","4","BC3","MultiValue","36","362","8.838","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c jiaolong head.bti"
"archer c mounted archer bronze.tga","","64","64","4","BC3","MultiValue","25","390","9.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer bronze.bti"
"archer c mounted archer copper.tga","","64","64","4","BC3","MultiValue","25","390","9.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer copper.bti"
"archer c mounted archer iron.tga","","64","64","4","BC3","MultiValue","24","390","9.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer iron.bti"
"archer c mounted archer standard.tga","","64","64","4","BC3","MultiValue","24","390","9.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer standard.bti"
"archer c crossbowman head bronze.tga","","32","32","4","BC3","MultiValue","60","99","9.668","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head bronze.bti"
"archer c crossbowman head copper.tga","","32","32","4","BC3","MultiValue","60","99","9.668","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head copper.bti"
"archer c crossbowman head iron.tga","","32","32","4","BC3","MultiValue","60","99","9.668","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head iron.bti"
"hero c general.tga","","128","128","4","BC3","MultiValue","139","1595","9.735","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero c general.bti"
"cine c shun shoulder.tga","","128","128","4","BC3","MultiValue","4","15840","96.68","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cine c shun shoulder.bti"
"building c props.tga","","256","256","4","BC3","MultiValue","69","65048","99.255","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\building c props.bti"
